,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,search_vehicle,reason_for_stop
38875,24.0,hispanic,female,False,True,False,False,True,Moving Violation
38882,25.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
38889,23.0,black,male,False,True,False,False,True,Moving Violation
38893,41.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
38900,50.0,black,male,False,False,False,False,True,Moving Violation
38928,32.0,white,male,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
38944,39.0,black,male,False,False,True,False,True,Moving Violation
38949,36.0,black,female,False,True,False,False,True,Traffic Collision
38957,25.0,other,male,False,True,False,True,True,Moving Violation
38960,26.0,black,female,False,False,True,False,True,Moving Violation
38965,29.0,hispanic,male,False,True,False,False,True,Moving Violation
38967,21.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
38972,23.0,hispanic,male,False,True,False,False,True,Moving Violation
38978,31.0,other,male,False,True,False,False,True,Moving Violation
38985,30.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
38989,33.0,black,male,False,False,True,False,True,Moving Violation
39054,29.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
39069,32.0,hispanic,male,False,True,False,False,True,Moving Violation
39077,26.0,black,male,False,True,False,False,True,Moving Violation
39086,25.0,white,male,True,False,False,True,True,Moving Violation
39099,20.0,hispanic,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39106,27.0,other,male,True,False,False,True,True,Moving Violation
39131,28.0,hispanic,male,False,True,False,False,True,Moving Violation
39141,30.0,hispanic,male,False,False,False,False,True,Moving Violation
39161,38.0,white,male,True,False,False,False,True,Moving Violation
39176,50.0,white,male,False,True,False,True,True,Mechanical or Non-Moving Violation (V.C.)
39241,27.0,other,male,True,False,False,True,True,Moving Violation
39242,23.0,asian/pacific islander,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39260,19.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39283,31.0,hispanic,male,False,False,False,False,True,Moving Violation
39287,26.0,hispanic,male,False,True,False,False,True,Moving Violation
39294,36.0,black,male,True,False,False,True,True,Moving Violation
39331,30.0,hispanic,male,False,False,False,False,True,Moving Violation
39379,35.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39380,44.0,white,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39385,37.0,black,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39388,23.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39394,27.0,hispanic,male,False,False,False,False,True,Moving Violation
39406,21.0,black,male,False,False,False,False,True,Moving Violation
39416,36.0,white,male,False,True,False,False,True,Moving Violation
39485,28.0,black,male,False,False,True,False,True,Moving Violation
39495,38.0,white,male,False,True,False,False,True,Moving Violation
39496,29.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
39499,44.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39507,29.0,black,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39513,36.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39517,19.0,black,male,False,True,False,False,True,Moving Violation
39518,23.0,hispanic,female,True,False,False,False,True,Moving Violation
39542,19.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39551,56.0,black,female,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
39560,29.0,hispanic,male,False,False,False,False,True,Moving Violation
39561,18.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39579,27.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39607,43.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39617,52.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39635,29.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39656,29.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39668,24.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39681,39.0,hispanic,female,False,True,False,False,True,Moving Violation
39683,33.0,black,male,False,False,False,False,True,Moving Violation
39699,18.0,black,male,False,True,False,False,True,Moving Violation
39701,34.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39707,30.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39709,26.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39717,44.0,black,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39749,21.0,white,male,False,True,False,False,True,Moving Violation
39762,17.0,black,female,False,False,False,False,True,Moving Violation
39764,44.0,black,female,True,False,False,True,True,Moving Violation
39785,35.0,white,male,False,False,True,True,True,Moving Violation
39795,20.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39797,55.0,black,male,False,True,False,False,True,Moving Violation
39805,45.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39808,18.0,black,male,False,True,False,False,True,Moving Violation
39810,26.0,white,female,False,False,False,False,True,Moving Violation
39811,45.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39812,27.0,white,male,True,False,False,False,True,DUI Check
39854,28.0,white,male,True,False,False,True,True,Moving Violation
39860,22.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39862,54.0,white,male,False,False,False,False,True,Moving Violation
39870,49.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
39923,61.0,black,male,False,True,False,False,True,Moving Violation
39930,38.0,white,male,False,True,False,False,True,Moving Violation
40049,27.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40055,20.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40057,51.0,black,male,False,False,False,False,True,Moving Violation
40059,45.0,asian/pacific islander,male,True,False,False,True,True,Moving Violation
40102,41.0,white,male,False,True,False,True,True,Moving Violation
40104,26.0,black,male,True,False,False,True,True,Moving Violation
40113,45.0,hispanic,male,True,False,False,True,True,Moving Violation
40120,20.0,hispanic,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40127,38.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40159,24.0,hispanic,male,False,False,True,False,True,Moving Violation
40166,52.0,asian/pacific islander,male,False,True,False,False,True,Moving Violation
40251,30.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40278,24.0,black,male,False,False,False,False,True,Moving Violation
40293,43.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40333,74.0,other,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40399,36.0,white,male,True,False,False,False,True,Moving Violation
40516,26.0,black,male,False,False,False,False,True,Moving Violation
40570,31.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40591,35.0,white,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40593,27.0,white,male,False,False,False,False,True,Moving Violation
40639,29.0,black,male,False,False,False,False,True,Moving Violation
40655,31.0,white,male,False,False,True,True,True,Moving Violation
40671,33.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40674,17.0,other,male,False,True,False,False,True,Moving Violation
40700,31.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
40759,27.0,black,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40770,26.0,hispanic,male,False,True,False,False,True,Moving Violation
40791,24.0,hispanic,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40806,36.0,black,male,False,True,False,False,True,Moving Violation
40814,16.0,black,male,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
40839,34.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40841,43.0,white,male,True,False,False,True,True,Moving Violation
40870,47.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40882,49.0,white,female,True,False,False,True,True,Moving Violation
40888,26.0,hispanic,male,True,False,False,True,True,Moving Violation
40905,30.0,white,male,False,False,False,False,True,Moving Violation
40906,27.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40907,33.0,hispanic,male,False,True,False,True,True,Moving Violation
40982,38.0,hispanic,male,False,True,False,False,True,Moving Violation
40983,23.0,black,male,False,False,True,True,True,Moving Violation
40985,26.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
40995,17.0,hispanic,male,True,False,False,False,True,Moving Violation
40996,27.0,white,male,False,True,False,False,True,Moving Violation
40999,20.0,white,male,False,True,False,True,True,Mechanical or Non-Moving Violation (V.C.)
41037,22.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41075,25.0,black,female,False,True,False,False,True,Moving Violation
41095,31.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
41108,31.0,asian/pacific islander,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41130,50.0,black,male,False,False,True,True,True,Moving Violation
41132,30.0,black,female,False,False,True,True,True,Moving Violation
41133,59.0,white,male,False,False,True,True,True,Moving Violation
41137,17.0,asian/pacific islander,male,False,False,True,True,True,Moving Violation
41139,39.0,white,male,False,False,True,True,True,Moving Violation
41140,39.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41142,38.0,other,male,False,False,True,True,True,Moving Violation
41149,57.0,hispanic,male,True,False,False,False,True,Moving Violation
41177,29.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41194,28.0,white,male,False,True,False,False,True,Moving Violation
41195,38.0,hispanic,male,True,False,False,False,True,Moving Violation
41197,25.0,black,male,True,False,False,False,True,Moving Violation
41222,50.0,asian/pacific islander,female,False,True,False,False,True,Moving Violation
41237,40.0,white,female,True,False,False,True,True,Moving Violation
41334,56.0,black,male,False,False,True,False,True,Moving Violation
41340,25.0,hispanic,male,False,True,False,False,True,Moving Violation
41352,40.0,asian/pacific islander,male,False,True,False,False,True,Moving Violation
41367,32.0,white,male,True,False,False,False,True,Moving Violation
41373,50.0,white,male,False,False,True,True,True,Moving Violation
41376,45.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
41377,46.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41401,48.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41440,40.0,white,male,False,False,True,False,True,Moving Violation
41459,23.0,white,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41490,28.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41493,27.0,hispanic,male,False,False,False,False,True,Moving Violation
41504,27.0,white,female,False,False,False,False,True,Moving Violation
41507,26.0,black,male,False,True,False,False,True,Moving Violation
41513,22.0,black,male,False,False,True,False,True,Moving Violation
41514,24.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41521,39.0,white,female,True,False,False,True,True,Moving Violation
41528,23.0,white,male,True,False,False,True,True,Moving Violation
41544,31.0,white,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41566,30.0,hispanic,male,False,False,False,False,True,Moving Violation
41580,18.0,black,male,False,True,False,False,True,Moving Violation
41582,23.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41589,51.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41591,18.0,hispanic,female,False,False,False,False,True,Assistance to Motorist
41602,27.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
41611,27.0,asian/pacific islander,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
41621,20.0,white,male,False,True,False,False,True,Moving Violation
41622,43.0,asian/pacific islander,male,False,False,True,True,True,Moving Violation
41637,22.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
41641,35.0,white,male,False,False,True,True,True,Moving Violation
41644,28.0,hispanic,male,False,False,False,False,True,Moving Violation
41649,23.0,hispanic,male,False,False,True,True,True,Moving Violation
